app_name,score,review_text,label,clean_review,text_len
kakaopay,1,카카오는 왜 업데이트 할때마다 더 구려지냐? 불편해서 못쓰겠다. 원래대로 돌려놔라,2,카카오는 왜 업데이트 할때마다 더 구려지냐? 불편해서 못쓰겠다. 원래대로 돌려놔라,45
kbbank,2,신분증 사진 주민등록증 인식 안된다고 재촬영 76번 찍다 지쳐서 신한은랭으로 옮겼더,3,신분증 사진 주민등록증 인식 안된다고 재촬영 76번 찍다 지쳐서 신한은랭으로 옮겼더,46
kakaopay,1,만보이상 걷는데 측정된 걸음 수는 몇백보? 측정도 못하는 앱이네ㅡㅡ,2,만보이상 걷는데 측정된 걸음 수는 몇백보? 측정도 못하는 앱이네ㅡㅡ,37
toss,1,왜 스크롤 미션 리워드 은근슬쩍 줄여요?,2,왜 스크롤 미션 리워드 은근슬쩍 줄여요?,22
toss,1,일주일 방문미션 이따위로 관리할래? 도보거리 측정은 가게 이름이 안하고 그 도시에 모든지역업종 다나오게하고. 저장하는건 했는데도 불구 안됨 ㅡㅡ 오류범벅이다. 담당 잘라.,2,일주일 방문미션 이따위로 관리할래? 도보거리 측정은 가게 이름이 안하고 그 도시에 모든지역업종 다나오게하고. 저장하는건 했는데도 불구 안됨 ㅡㅡ 오류범벅이다. 담당 잘라.,95
kbbank,5,그냥 좋음. 사용하기 편함,0,그냥 좋음. 사용하기 편함,14
kbbank,5,good best,0,good best,9
kbbank,5,편리함,0,편리함,3
kakaopay,1,포인트 모으기가 안됨,1,포인트 모으기가 안됨,11
kakaopay,4,이제시작이라잘모름 발전이있겠지요ᆢ,1,이제시작이라잘모름 발전이있겠지요,17
kakaopay,1,자동펀드투자하려는데 간이투자설명서를 아무리 읽고 확인을 터치해도 체크가안되서 진행을 못하고 있어요 어떻게 해결하나요 다른것들도 잘됩니다,1,자동펀드투자하려는데 간이투자설명서를 아무리 읽고 확인을 터치해도 체크가안되서 진행을 못하고 있어요 어떻게 해결하나요 다른것들도 잘됩니다,75
kakaopay,1,카카오페이 주식 ㅡ실현손익ㅡ볼 때 원화금액만이 아닌 달러금액도 표시해주세요,2,카카오페이 주식 ㅡ실현손익ㅡ볼 때 원화금액만이 아닌 달러금액도 표시해주세요,41
kbbank,1,퇴직연금 알림이 오는데 12일 전꺼를.보내면 참고를 하라는건지?머하러 보낸거에요?알람 뜻을 모르나,2,퇴직연금 알림이 오는데 12일 전꺼를.보내면 참고를 하라는건지?머하러 보낸거에요?알람 뜻을 모르나,54
kakaopay,1,광고 엄청해대네 짜증나게 중국기업 테무한테도 돈 졸라쳐받았나보네,3,광고 엄청해대네 짜증나게 중국기업 테무한테도 돈 졸라쳐받았나보네,35
kbbank,5,편의하게 잘 사용하고있습니다,0,편의하게 잘 사용하고있습니다,15
kakaopay,1,아니 카카오페이로 주식하는데 갑자기 연결 오류 30분동안 계속 뜨는데 뭐임? 이러면 못쓰지; 제일 중요한 사간에 차트가 안보이는데;,2,아니 카카오페이로 주식하는데 갑자기 연결 오류 30분동안 계속 뜨는데 뭐임? 이러면 못쓰지 제일 중요한 사간에 차트가 안보이는데,71
kakaopay,1,이걸로 주식하는데 한번씩 연결 안됨 그리고 다시고침해도 똑같음 서비스가 뭐 이런지 서비스 개선좀해주세요,2,이걸로 주식하는데 한번씩 연결 안됨 그리고 다시고침해도 똑같음 서비스가 뭐 이런지 서비스 개선좀해주세요,57
kakaopay,1,야간에 알람좀 그만.보내요 잠을못자요,2,야간에 알람좀 그만.보내요 잠을못자요,20
kbbank,5,앱을 사용해보니 초보자도 쉽게 사용할 수 있게 잘 준비되었네요~~,0,앱을 사용해보니 초보자도 쉽게 사용할 수 있게 잘 준비되었네요~~,36
kakaopay,1,"폰트가 시스템폰트와 앱폰트와 통일성이 없어요. 불편합니다. 특히 증권은 심해요. 카카오페이, 증권 고객센터에 문의해도 형식적인 답변이에요.",2,"폰트가 시스템폰트와 앱폰트와 통일성이 없어요. 불편합니다. 특히 증권은 심해요. 카카오페이, 증권 고객센터에 문의해도 형식적인 답변이에요.",77
toss,5,편리하고 좋은데 우리학교 급식 알림이 9시 반에 떠서 불편해요. 그 시간에 학생들은 학교에 있어서 알림을 못보는데,1,편리하고 좋은데 우리학교 급식 알림이 9시 반에 떠서 불편해요. 그 시간에 학생들은 학교에 있어서 알림을 못보는데,63
kakaopay,1,증권창이 자꾸 연결 오류가 많습니다. 다른 증권사 처럼 계선이 안되나요?,2,증권창이 자꾸 연결 오류가 많습니다. 다른 증권사 처럼 계선이 안되나요?,40
toss,1,운세 이용하게 하는 게 싫어요.,2,운세 이용하게 하는 게 싫어요.,17
toss,1,이벤트 때문에 처음 깔아보게 됐는데 이벤트사기를 당하고 덕분에 리뷰 1점을 남길수 있게 되었어요 오히려 좋아,2,이벤트 때문에 처음 깔아보게 됐는데 이벤트사기를 당하고 덕분에 리뷰 1점을 남길수 있게 되었어요 오히려 좋아,60
kbbank,5,주요은행 앱 중 최고!,0,주요은행 앱 중 최고!,12
kakaopay,1,결제를 들어가게 되면 본인카드 화면 창을 먼저 뜨게하는게 맞는거 아닌가요? 카드결제 할려면 두번더 찿아들어가야하는데 페이머니와 카드 결제 를 설정에서 선택할수있게 해주시면 감사하겠습니다.,1,결제를 들어가게 되면 본인카드 화면 창을 먼저 뜨게하는게 맞는거 아닌가요? 카드결제 할려면 두번더 찿아들어가야하는데 페이머니와 카드 결제 를 설정에서 선택할수있게 해주시면 감사하겠습니다.,104
toss,5,너무재밌어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,너무재밌어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,20
kbbank,5,좋습니다 수고하세요,0,좋습니다 수고하세요,10
kbbank,1,데이커가 꼬였는지 로그인 3회 오류나서 암호 재설정해도 3회미만이라고 못바꾸고 상담하면 지점에 가야한다는데 왜 이따구로 만들죠?,3,데이커가 꼬였는지 로그인 3회 오류나서 암호 재설정해도 3회미만이라고 못바꾸고 상담하면 지점에 가야한다는데 왜 이따구로 만들죠?,71
kbbank,5,아주 좋아요,0,아주 좋아요,6
toss,1,광고가10분이상은뭔가요광고를본다고 다하진 않을껀데 광고엄청길어요드라마박스 광고를 너무많이보게된게 안타깝네요 앱테크하는데 끝나지않는광고를봐야한다니ㅠㅠ,2,광고가10분이상은뭔가요광고를본다고 다하진 않을껀데 광고엄청길어요드라마박스 광고를 너무많이보게된게 안타깝네요 앱테크하는데 끝나지않는광고를봐야한다니ㅠㅠ,82
toss,1,온갖다크패턴다쓰면서 오류는개간략하게알려주넌,2,온갖다크패턴다쓰면서 오류는개간략하게알려주넌,23
toss,1,"카카오, 네이버에 이어 내수 등골 빼먹는 최악 버러지 앱. 허구한 날 이벤트로 쿠폰 뿌리는 척 하고 실상은 얼굴 등록비임. 내 얼굴은 어디다 팔아 먹으려고 페이스페이 그렇게 등록하라고 어그로 쳐 끄는지. 토스인컴, 삼쩜삼 앱 카피, 뭐 있는 앱 기능들 파쿠리 쳐서 어떻게든 정보 샅샅이 캐내려고 별 발광을 다 떠냐? 역겹다 진짜 걍 주 은행 뱅킹 등등 어디서나 요즘 수수료는 다 무료인데 선심쓰는거마냥 송금할때마다 뜨고, 광고는 얼마나 많은지 차단해도 결국 앱 내 자체 광고로 아득바득 ㅋㅋ 주 뱅킹 쓰고 말지 편리함 앞세우고 어떻게든 나이 어린 애들이나 순진한 사람들 꼬셔먹으려고 하네 ㅋㅋ 특히 주식 옵션 광고 하는거 보고 경악을 금치 못했다 이딴 앱 걍 포인트 쌀먹도 애드가드 켜서 날먹했는데 걍 자체 광고 올려서 아득바득 광고비 받아먹어? 절대 안쓰지 ㅋㅋ",3,"카카오, 네이버에 이어 내수 등골 빼먹는 최악 버러지 앱. 허구한 날 이벤트로 쿠폰 뿌리는 척 하고 실상은 얼굴 등록비임. 내 얼굴은 어디다 팔아 먹으려고 페이스페이 그렇게 등록하라고 어그로 쳐 끄는지. 토스인컴, 삼쩜삼 앱 카피, 뭐 있는 앱 기능들 파쿠리 쳐서 어떻게든 정보 샅샅이 캐내려고 별 발광을 다 떠냐? 역겹다 진짜 걍 주 은행 뱅킹 등등 어디서나 요즘 수수료는 다 무료인데 선심쓰는거마냥 송금할때마다 뜨고, 광고는 얼마나 많은지 차단해도 결국 앱 내 자체 광고로 아득바득 ㅋㅋ 주 뱅킹 쓰고 말지 편리함 앞세우고 어떻게든 나이 어린 애들이나 순진한 사람들 꼬셔먹으려고 하네 ㅋㅋ 특히 주식 옵션 광고 하는거 보고 경악을 금치 못했다 이딴 앱 걍 포인트 쌀먹도 애드가드 켜서 날먹했는데 걍 자체 광고 올려서 아득바득 광고비 받아먹어? 절대 안쓰지 ㅋㅋ",427
kakaopay,4,꾸준히 잘 쓰고 있습니다! 폰만 들고 나가도 되니까 넘 편함! (개인정보 유출 이슈로 별 하나는 뺍니다) 장례식장 부조금 보낼 때 쓸 수 있는 덜 귀여운 카드도 만들어 주셨으면 좋겠네요,0,꾸준히 잘 쓰고 있습니다! 폰만 들고 나가도 되니까 넘 편함! 개인정보 유출 이슈로 별 하나는 뺍니다 장례식장 부조금 보낼 때 쓸 수 있는 덜 귀여운 카드도 만들어 주셨으면 좋겠네요,101
kakaopay,1,갑자기 로그아웃되더니 다시 인증하라고 함. 인증하려고 하는데 아직 있지도 않은 신분증 달래. 어쩌라는거임?,1,갑자기 로그아웃되더니 다시 인증하라고 함. 인증하려고 하는데 아직 있지도 않은 신분증 달래. 어쩌라는거임?,59
kakaopay,1,빨리 정보유출된거 책임져라,1,빨리 정보유출된거 책임져라,14
toss,1,토스 일주일방문미션중에서 Alipay+ 리워즈 누르고 방문해서 상품보고 하는 미션을 했는데 계속 더보라고 합니다. 30분넘게 상품누르고 스크롤하면서 보았는데 계속 더보라는 메시지뜨네요.도대체 얼마나 많이봐야하는건가요?뭐 1시간넘게 보아야하나요?휴대폰재부팅하고서 다시 해도 똑같고 혹시 우리집 와이파이가 이상하나해서 데이터로해도 안되고 집앞 카페가서 해도 안되고 도대체 뭐가문제일까요?빠른 조치바랍니다.,2,토스 일주일방문미션중에서 Alipay 리워즈 누르고 방문해서 상품보고 하는 미션을 했는데 계속 더보라고 합니다. 30분넘게 상품누르고 스크롤하면서 보았는데 계속 더보라는 메시지뜨네요.도대체 얼마나 많이봐야하는건가요?뭐 1시간넘게 보아야하나요?휴대폰재부팅하고서 다시 해도 똑같고 혹시 우리집 와이파이가 이상하나해서 데이터로해도 안되고 집앞 카페가서 해도 안되고 도대체 뭐가문제일까요?빠른 조치바랍니다.,223
kakaopay,1,주식 화면 개선이 맞음? 개불편해졌네 진짜 딴데 쓰던지 해야지 뭔 편했던 기능은 다빠지고 ㅋㅋㅋㅋㅋㅋㅋ 이거 누가 바꾼건지 그 사람 덕분에 카카오페이 증권 많이 떠나겄네,3,주식 화면 개선이 맞음? 개불편해졌네 진짜 딴데 쓰던지 해야지 뭔 편했던 기능은 다빠지고 ㅋㅋㅋㅋㅋㅋㅋ 이거 누가 바꾼건지 그 사람 덕분에 카카오페이 증권 많이 떠나겄네,94
toss,2,이거 만보기 원래 기기 기존 센서로만되나요? 외부기기로 카운트되는건 안되네요...,1,이거 만보기 원래 기기 기존 센서로만되나요? 외부기기로 카운트되는건 안되네요..,44
kakaopay,1,카카오페이로 세븐일레븐 결제하면 엘포인트 동시 적립되는데 두번 누락된거 문의했더니 세븐일레븐쪽이랑 확인해보고 연락준다해놓고 잠수타버림 몇주지나 한번더물어봤더니 세븐일레븐 연락두절탓하면서 연락되면 알려주겠다해놓고선 아직까지 연락두절. 하다못해 내가 직접 세븐일레븐측과 연락했는데 세븐일레븐측에서는 카카오페이연동 내용을 모르고 계속 엘포인트어플로 적립하라 동문서답함 제휴서비스를 일방적으로체결하는건지뭔지 두 회사끼리 쿵짝 개안맞아 결국환장하는건 고객쪽이고요 만보기도 타어플들은 비슷한 수치인데 이것만 차이가심하게 남. 아예 만보기가 작동 안된적도 많고 이런적이 한두번이 아님 그래서 만보 넘게 걸었는데도 포인트날린적개많음 광고도 준비중이라고 뜰때가너무많음 걍 포인트 조금이라도 덜받게하려고 겉으로는 포인트 푸는척하면서 ㅋㅋㄱ걍 개사기꾼어플 ㅉ,2,카카오페이로 세븐일레븐 결제하면 엘포인트 동시 적립되는데 두번 누락된거 문의했더니 세븐일레븐쪽이랑 확인해보고 연락준다해놓고 잠수타버림 몇주지나 한번더물어봤더니 세븐일레븐 연락두절탓하면서 연락되면 알려주겠다해놓고선 아직까지 연락두절. 하다못해 내가 직접 세븐일레븐측과 연락했는데 세븐일레븐측에서는 카카오페이연동 내용을 모르고 계속 엘포인트어플로 적립하라 동문서답함 제휴서비스를 일방적으로체결하는건지뭔지 두 회사끼리 쿵짝 개안맞아 결국환장하는건 고객쪽이고요 만보기도 타어플들은 비슷한 수치인데 이것만 차이가심하게 남. 아예 만보기가 작동 안된적도 많고 이런적이 한두번이 아님 그래서 만보 넘게 걸었는데도 포인트날린적개많음 광고도 준비중이라고 뜰때가너무많음 걍 포인트 조금이라도 덜받게하려고 겉으로는 포인트 푸는척하면서 ㅋㅋㄱ걍 개사기꾼어플 ㅉ,413
toss,3,내자산분석이 근 1년넘게 갱신이 안되는건가 싶네요. 저번달 대비 얼마 늘었는지를 알수가없어요.,2,내자산분석이 근 1년넘게 갱신이 안되는건가 싶네요. 저번달 대비 얼마 늘었는지를 알수가없어요.,52
kbbank,5,간편해요.,0,간편해요.,5
toss,5,가좌,0,가좌,2
toss,1,혜택쪽에 광고시간 5초에서 10초로 은근슬쩍 늘리네요 이러면 더 안하게 됩니다,3,혜택쪽에 광고시간 5초에서 10초로 은근슬쩍 늘리네요 이러면 더 안하게 됩니다,43
kbbank,5,kb스타뱅킹앱이야 말로 우리가 재산을 믿고 맡길수 있는 가장 보안이 잘된 정확한 앱이라고 생각합니다 !,0,kb스타뱅킹앱이야 말로 우리가 재산을 믿고 맡길수 있는 가장 보안이 잘된 정확한 앱이라고 생각합니다 !,57
toss,1,어른이날 ??? 당첨?? 넌 삭제,3,어른이날 ?? 당첨?? 넌 삭제,17
kakaopay,4,"nfc 결제 진행 하자 좀 / 카카오맵 처럼 뻘짓해서 광탈이나 망해가지 마세요 // 외산폰 가능 선불 1차 후 후불 전환, 단 k패스 혜택x",2,"nfc 결제 진행 하자 좀 카카오맵 처럼 뻘짓해서 광탈이나 망해가지 마세요 외산폰 가능 선불 1차 후 후불 전환, 단 k패스 혜택x",73
kakaopay,3,좋아여,0,좋아여,3
kbbank,4,어플 사용이 예전보다 간편해져서 너무 편리하고 좋습니다,0,어플 사용이 예전보다 간편해져서 너무 편리하고 좋습니다,30
kakaopay,1,카카오증권 개장시 오류 자주발생 주식앱이 오전개장에 오류를 자주 재발시키는것은 어느시절의 운영인가 싶다,2,카카오증권 개장시 오류 자주발생 주식앱이 오전개장에 오류를 자주 재발시키는것은 어느시절의 운영인가 싶다,57
kakaopay,1,"아...증권 ui대체 왜 이렇게 바꾼거죠? 버튼들을 상단으로 올려놔서 빠르게 대처하기도 힘들어졌어요. 더 웃긴건 예시로 아무 주식 들어가서 정보,차트, 호가, 보유 중 아무 버튼을 눌러 화면이 바뀌면, 버튼들의 위치가 한단계 더 위로 움직이면서 배치되는게 빠른 화면전환이 필요한 상황에서는 진짜 최악입니다. 버튼들이 도망가는 것 마냥.. 그리고 체결강도도 안보이게 돼서 흐름을 볼 수도 없게 되고... 유용하게 보던 정보인데말이죠. ux기획이 엉망인것 같아요. 기획한 분이 주식을 안해본 분이신가.. 제발 이전의 ui로 롤백 해줬음 하네요. 증권앱을 바꿔야하나.. 안그래도 자주 앱 먹통 되던걸로 제때 못팔아서 손해보고 그런거 대처도 제대로 안해주는거 열받는데",2,"아..증권 ui대체 왜 이렇게 바꾼거죠? 버튼들을 상단으로 올려놔서 빠르게 대처하기도 힘들어졌어요. 더 웃긴건 예시로 아무 주식 들어가서 정보,차트, 호가, 보유 중 아무 버튼을 눌러 화면이 바뀌면, 버튼들의 위치가 한단계 더 위로 움직이면서 배치되는게 빠른 화면전환이 필요한 상황에서는 진짜 최악입니다. 버튼들이 도망가는 것 마냥.. 그리고 체결강도도 안보이게 돼서 흐름을 볼 수도 없게 되고.. 유용하게 보던 정보인데말이죠. ux기획이 엉망인것 같아요. 기획한 분이 주식을 안해본 분이신가.. 제발 이전의 ui로 롤백 해줬음 하네요. 증권앱을 바꿔야하나.. 안그래도 자주 앱 먹통 되던걸로 제때 못팔아서 손해보고 그런거 대처도 제대로 안해주는거 열받는데",367
kakaopay,3,앱이 점점 무거워지는 듯해요. 간단 메뉴가 아니라 복잡메뉴인듯 하네요. 개별 주식 정보란(차트) 오른쪽 상단에 있던 숫자 거래량도 사라지고 아쉽네요. 거래할 때 참고하기 좋았는데~,2,앱이 점점 무거워지는 듯해요. 간단 메뉴가 아니라 복잡메뉴인듯 하네요. 개별 주식 정보란 차트 오른쪽 상단에 있던 숫자 거래량도 사라지고 아쉽네요. 거래할 때 참고하기 좋았는데~,99
toss,2,토스 오류가 많이 남... 그리고 고객센터도 매우 불편함,2,토스 오류가 많이 남.. 그리고 고객센터도 매우 불편함,30
kakaopay,1,광고들 보고 포인트 받는 건 당연할테고 광고를 3개를 한 번에 붙여서 1분 넘게 보는 것도 양아치 짓이지만 그렇다 치자. 근데 그 3개나 붙인 광고를 중간 중간 하나하나 다 닫기를 눌러야 하는 건 너무 양아치 아니냐?,3,광고들 보고 포인트 받는 건 당연할테고 광고를 3개를 한 번에 붙여서 1분 넘게 보는 것도 양아치 짓이지만 그렇다 치자. 근데 그 3개나 붙인 광고를 중간 중간 하나하나 다 닫기를 눌러야 하는 건 너무 양아치 아니냐?,121
kbbank,2,"안녕하세요 로그인횟수 제한이 있는 줄 몰라서 3회실패를 했더니 로그인제한이 걸리게 되었습니다. 비번찾기>로그인제한이 걸려서 안됨 / kB금융인증서>얼굴인식안됨 / 공동'금융인증서발급,타행인증서발급>로그인제한걸려서 안됨 / 고객센터메일>로그인을 못하면 메일을 못보냄 / 지점방문>영업시간이 근무시간이라서 방문을 못합니다. 혹시 다른 방법이 있을까요? 아무방법이 없다면 국민계좌의 모든금액을 다른 은행으로 옮기는 방법이라도 알려주세요 앞으로 이용하고싶지 않습니다 제발부탁드립니다",2,"안녕하세요 로그인횟수 제한이 있는 줄 몰라서 3회실패를 했더니 로그인제한이 걸리게 되었습니다. 비번찾기 로그인제한이 걸려서 안됨 kB금융인증서 얼굴인식안됨 공동 금융인증서발급,타행인증서발급 로그인제한걸려서 안됨 고객센터메일 로그인을 못하면 메일을 못보냄 지점방문 영업시간이 근무시간이라서 방문을 못합니다. 혹시 다른 방법이 있을까요? 아무방법이 없다면 국민계좌의 모든금액을 다른 은행으로 옮기는 방법이라도 알려주세요 앞으로 이용하고싶지 않습니다 제발부탁드립니다",257
kbbank,5,참좋아요.,0,참좋아요.,5
toss,1,만보기 복권긁기와 행운복권의 일부 광고가 활성화가 안되고 멈추는데 이유가 뭔가? 매번 토스를 나갔다가 들어오는 수고를 해야해서 귀찮다. 혹시나 업데이터를 안해서 그런가해서 스토어 가봐도 그건 아니다.,2,만보기 복권긁기와 행운복권의 일부 광고가 활성화가 안되고 멈추는데 이유가 뭔가? 매번 토스를 나갔다가 들어오는 수고를 해야해서 귀찮다. 혹시나 업데이터를 안해서 그런가해서 스토어 가봐도 그건 아니다.,111
kakaopay,2,업데이트하고 카카오증권 쓰기가 불편해요. 주식을 1주 구입하려고 입력하면 원래는 평단가가 떴는데 지금은 구매 후 예상이 퍼센트로만 떠요. 평단가도 중요한데 금액이 바로 안 보여서 구입할때 많이 불편합니다 토스로 옮기기전에 얼른 수정 부탁드려요,3,업데이트하고 카카오증권 쓰기가 불편해요. 주식을 1주 구입하려고 입력하면 원래는 평단가가 떴는데 지금은 구매 후 예상이 퍼센트로만 떠요. 평단가도 중요한데 금액이 바로 안 보여서 구입할때 많이 불편합니다 토스로 옮기기전에 얼른 수정 부탁드려요,135
kakaopay,5,재밌음,0,재밌음,3
kakaopay,3,카카오증권 왜 연결이 안되냐고요 이중요한 9시부터 아짜증나네 참나,2,카카오증권 왜 연결이 안되냐고요 이중요한 9시부터 아짜증나네 참나,36
kakaopay,1,버스충전이 안뜸..좀 고쳐봐요 나 충전해야하는데 진짜,2,버스충전이 안뜸..좀 고쳐봐요 나 충전해야하는데 진짜,29
toss,1,한도초과라서 결제는 안 됐는데 왜 포인트는 나가는거죠...?,1,한도초과라서 결제는 안 됐는데 왜 포인트는 나가는거죠..?,32
kakaopay,2,네이버페이쓰다 넘어왔는데 너무느림 3g쓰지만 차이가많이남 계산할때마다 당황스럽고 짜증남,2,네이버페이쓰다 넘어왔는데 너무느림 3g쓰지만 차이가많이남 계산할때마다 당황스럽고 짜증남,48
kbbank,5,사용하기 너무 편리하요,0,사용하기 너무 편리하요,12
toss,4,전에는 5천 포인트를 모으면 바로 뺄 수 있었는데 이제는 10% 떼서 주네요 갠적으로 많이 아쉬운 조치,1,전에는 5천 포인트를 모으면 바로 뺄 수 있었는데 이제는 10% 떼서 주네요 갠적으로 많이 아쉬운 조치,57
toss,5,너무좋은데 위젯 관심종목 보기에서.. 지수 코인 추가한거는 위젯에서 안보여요..,2,너무좋은데 위젯 관심종목 보기에서.. 지수 코인 추가한거는 위젯에서 안보여요..,44
kbbank,5,상품 가입이 간단하고 쉬워서 좋아요.,0,상품 가입이 간단하고 쉬워서 좋아요.,20
kbbank,5,갑자기 왜 입출금알람이 안뜨죠 일욜점검이라그렇다는데 상담원분은 아침10시넘어서도안되네요,2,갑자기 왜 입출금알람이 안뜨죠 일욜점검이라그렇다는데 상담원분은 아침10시넘어서도안되네요,48
toss,1,하나 뭐 나오면 지겹도록 봐야함 페이스 결제 가입하세요! 페이스 결제 가입하세요! 페이스 결제 가입하세요! 국세 환급금 신청하세요! 국세 환급금 신청하세요! 국세 환급금 신청하세요! 토스뱅크 개설시 5천원! 토스뱅크 개설시 5천원! 토스뱅크 개설시 5천원!,2,하나 뭐 나오면 지겹도록 봐야함 페이스 결제 가입하세요! 페이스 결제 가입하세요! 페이스 결제 가입하세요! 국세 환급금 신청하세요! 국세 환급금 신청하세요! 국세 환급금 신청하세요! 토스뱅크 개설시 5천원! 토스뱅크 개설시 5천원! 토스뱅크 개설시 5천원!,143
toss,1,만보기 설정 버튼이 상단바랑 겹쳐서 안눌리잖아요 만보기 끄지도 못하고ㅡㅡ,2,만보기 설정 버튼이 상단바랑 겹쳐서 안눌리잖아요 만보기 끄지도 못하고ㅡㅡ,40
kakaopay,1,광고로x계정해킹당함,1,광고로x계정해킹당함,10
kbbank,5,빠른처리 감사합니다,0,빠른처리 감사합니다,10
kakaopay,1,잘안됨 접속 자체가. 안됨,2,잘안됨 접속 자체가. 안됨,14
kbbank,1,별한개도 아깝습니다 인증할려고하면 나가지고 인증을 도대체 몇번 해야됩니까???인증만 1시간하고 나갑니다,3,별한개도 아깝습니다 인증할려고하면 나가지고 인증을 도대체 몇번 해야됩니까??인증만 1시간하고 나갑니다,56
kakaopay,1,아니.이래서 어떻게 발빠르게 주식하죠? 이렇게 버퍼링이 심하다니,2,아니.이래서 어떻게 발빠르게 주식하죠? 이렇게 버퍼링이 심하다니,35
kbbank,5,사용하기 편하고 좋아요,0,사용하기 편하고 좋아요,12
kakaopay,1,설치해서 인증도 끝났는데 통합계좌관리 설치 후 앱이 사라졌어요. 설정에서도 안나오고 스토어에서 검색하면 설치되었다고 나오는데 제거도 안돼요. 찾을 수도 없고 지울 수도 없고 이게 뭔 일이래요? 해결 방법을 알려주세요.,1,설치해서 인증도 끝났는데 통합계좌관리 설치 후 앱이 사라졌어요. 설정에서도 안나오고 스토어에서 검색하면 설치되었다고 나오는데 제거도 안돼요. 찾을 수도 없고 지울 수도 없고 이게 뭔 일이래요? 해결 방법을 알려주세요.,121
toss,5,쉽고ㅡ빠름 편하게 할수있음 좋아요 😀,0,쉽고ㅡ빠름 편하게 할수있음 좋아요,18
kakaopay,3,만보기 왜이래요 체크안되는데,1,만보기 왜이래요 체크안되는데,15
kakaopay,1,광고비는 받았을껀데 리워드는 없는 수준. 인터페이스도 그지 같음. 기껏 틀어놨더니 로딩하다가 실패해서 리워드도 못받는 경우 종종 있음. 이게 받는수준인건지 모를 수준으로 주면서 실패하고 광고만 보고 받지도 못함. 현타옴. 빡침. 이제 광고보기 안한다. 결제 리워드도 사라짐 타사 페이로 가야지.,3,광고비는 받았을껀데 리워드는 없는 수준. 인터페이스도 그지 같음. 기껏 틀어놨더니 로딩하다가 실패해서 리워드도 못받는 경우 종종 있음. 이게 받는수준인건지 모를 수준으로 주면서 실패하고 광고만 보고 받지도 못함. 현타옴. 빡침. 이제 광고보기 안한다. 결제 리워드도 사라짐 타사 페이로 가야지.,164
