app_name,score,review_text,label,clean_review,text_len
kbbank,1,아이폰17프로 맥스로 신분증 촬영 할때 촬영화면이 90도로 꺾여서 나오네요.. 신분증 돌려가며 어거지로 맞춰도 촬영이 안되고 다른 은행앱은 촬영화면도 안돌아가고 잘 되거든요 확인좀 부탁드려요,2,아이폰17프로 맥스로 신분증 촬영 할때 촬영화면이 90도로 꺾여서 나오네요.. 신분증 돌려가며 어거지로 맞춰도 촬영이 안되고 다른 은행앱은 촬영화면도 안돌아가고 잘 되거든요 확인좀 부탁드려요,106
kbbank,1,스레기 어플 얼굴 인증도 제대로 못하면서 고객확인은 왜하는거 기술력도 없는 은행이,2,스레기 어플 얼굴 인증도 제대로 못하면서 고객확인은 왜하는거 기술력도 없는 은행이,45
kakaopay,1,결제 시 카드 화면 창을 먼저 여는 것이 맞는 것 아닌가요? 카드결제를 원하시면 두번 더 입력하셔야 합니다. 설정에서 현금결제와 카드결제를 선택해주시면 감사하겠습니다.,1,결제 시 카드 화면 창을 먼저 여는 것이 맞는 것 아닌가요? 카드결제를 원하시면 두번 더 입력하셔야 합니다. 설정에서 현금결제와 카드결제를 선택해주시면 감사하겠습니다.,93
toss,1,"쓸데없는 업뎃하느라 앱 느려지게 좀 하지마라. 지금까지 그래도 계좌연동해서 보유금 관리하기 편해서 쓰고 있었는데, 이따위로 계속 늦어지면 그냥 카뱅으로 갈아타지 니네꺼 쓰겠냐",2,"쓸데없는 업뎃하느라 앱 느려지게 좀 하지마라. 지금까지 그래도 계좌연동해서 보유금 관리하기 편해서 쓰고 있었는데, 이따위로 계속 늦어지면 그냥 카뱅으로 갈아타지 니네꺼 쓰겠냐",97
toss,3,갑자기 토스증권 보유주식 자세히보기 현황창 글씨가 너무 커졌어요. 온 동네에 제 주식 상황 광고하는 거 같이서 공공장소에서 하기 쪽팔려요. 다른 화면은 다 그대론데 여기만 왜 이렇게됐죠?,2,갑자기 토스증권 보유주식 자세히보기 현황창 글씨가 너무 커졌어요. 온 동네에 제 주식 상황 광고하는 거 같이서 공공장소에서 하기 쪽팔려요. 다른 화면은 다 그대론데 여기만 왜 이렇게됐죠?,104
kbbank,5,좋아용,0,좋아용,3
toss,1,광고가 너무 많아 무거워졌습니다. 처음에는 매우 좋았지만 요새가 점점 타고 싶은 마음,2,광고가 너무 많아 무거워졌습니다. 처음에는 매우 좋았지만 요새가 점점 타고 싶은 마음,47
toss,3,자산현황을 보다 알아보기 편하고 자산관리에 보다 유용하긴 하지만 요즘들어 앱에 접속하면 렉이 너무 심하게 걸립니다. 타 앱에 비해 렉의 수준이 너무 심각하기에 이에 대해 하루빨리 조치를 취해주시기 바랍니다.,2,자산현황을 보다 알아보기 편하고 자산관리에 보다 유용하긴 하지만 요즘들어 앱에 접속하면 렉이 너무 심하게 걸립니다. 타 앱에 비해 렉의 수준이 너무 심각하기에 이에 대해 하루빨리 조치를 취해주시기 바랍니다.,115
toss,1,곧 보증을 통해 친구의 재무 성과에 따라 보상을 받을 수 있게 됩니다! 그들은 당신의 친구와의 우정을 시험하고 이를 공유하고 또 다른 시도를 함으로써 교묘하게 당신을 속이려고 하는 것 같습니다. 이용약관 동의를 통해 사용자에게 유해한 부분을 간략하게 안내해 드리고 너무 짜증이 나서 아마 앱을 삭제하게 될 것 같습니다. 이것은 어떤 uxui 리더입니까? 그냥 어두운 패턴의 사기꾼이에요.,2,곧 보증을 통해 친구의 재무 성과에 따라 보상을 받을 수 있게 됩니다! 그들은 당신의 친구와의 우정을 시험하고 이를 공유하고 또 다른 시도를 함으로써 교묘하게 당신을 속이려고 하는 것 같습니다. 이용약관 동의를 통해 사용자에게 유해한 부분을 간략하게 안내해 드리고 너무 짜증이 나서 아마 앱을 삭제하게 될 것 같습니다. 이것은 어떤 uxui 리더입니까? 그냥 어두운 패턴의 사기꾼이에요.,216
kakaopay,1,"만보계를 사용할 때 1만보를 걷는 것으로 보너스 포인트를 받는지, 광고 신고를 해서 보너스 포인트를 받는지는 알 수 없습니다. 보수계 포인트(Pedometer Points)라는 이름은 우스꽝스럽습니다. 다른 앱 기술 앱보다 더 많은 광고를 표시하면서 제목에 10,000단계를 포함하는 이유는 무엇입니까? 이거 유료앱인가요? 이거 광고로 돈 버는 앱테크 앱 아닌가요?",2,"만보계를 사용할 때 1만보를 걷는 것으로 보너스 포인트를 받는지, 광고 신고를 해서 보너스 포인트를 받는지는 알 수 없습니다. 보수계 포인트(Pedometer Points)라는 이름은 우스꽝스럽습니다. 다른 앱 기술 앱보다 더 많은 광고를 표시하면서 제목에 10,000단계를 포함하는 이유는 무엇입니까? 이거 유료앱인가요? 이거 광고로 돈 버는 앱테크 앱 아닌가요?",204
kakaopay,2,주식 몰리면 접속안됨 제발 서버좀 늘립시다,2,주식 몰리면 접속안됨 제발 서버좀 늘립시다,23
toss,1,고양이 사료 800개랑 장난감 500개 모아놨더니 갑자기 24시간 제한 걸어서 날려버리네. 진짜 서비스 퇴행하는 거 뭐냐. 뭔데 은행 계좌를 지멋대로 토스페이랑 연결해서 은행 돈을 빼감? 신용 박살나더니 막 나가네.,2,고양이 사료 800개랑 장난감 500개 모아놨더니 갑자기 24시간 제한 걸어서 날려버리네. 진짜 서비스 퇴행하는 거 뭐냐. 뭔데 은행 계좌를 지멋대로 토스페이랑 연결해서 은행 돈을 빼감? 신용 박살나더니 막 나가네.,120
kakaopay,3,어플은 켜지는데 맨 아래 탭만 눌러지고 다른 화면들은 스크롤이 안되네요ㅠㅠ,2,어플은 켜지는데 맨 아래 탭만 눌러지고 다른 화면들은 스크롤이 안되네요ㅠㅠ,41
kakaopay,1,개구데기 결제하면 돈나가고 결제안돼서 페이로 돈 돌아가고 무한반복,2,개구데기 결제하면 돈나가고 결제안돼서 페이로 돈 돌아가고 무한반복,36
toss,1,"앱 관리를 조금 똑바로 하세요. 알람이 뜨자마자 1초만에 빨리 들어가도 언제나 열어 버리면, 귀찮게 알람은 왜 보내는 것인가.",2,"앱 관리를 조금 똑바로 하세요. 알람이 뜨자마자 1초만에 빨리 들어가도 언제나 열어 버리면, 귀찮게 알람은 왜 보내는 것인가.",70
kakaopay,4,어제부터 하던미션들이 사라진듯하네요 포인트쌓기제법 된다 싶었는데ᆢ 빠른길찾기이런거 없어졌네요?,2,어제부터 하던미션들이 사라진듯하네요 포인트쌓기제법 된다 싶었는데 빠른길찾기이런거 없어졌네요?,51
kakaopay,1,광고들 보고 포인트 받는 건 당연할테고 광고를 3개를 한 번에 붙여서 1분 넘게 보는 것도 양아치 짓이지만 그렇다 치자. 근데 그 3개나 붙인 광고를 중간 중간 하나하나 다 닫기를 눌러야 하는 건 너무 양아치 아니냐?,2,광고들 보고 포인트 받는 건 당연할테고 광고를 3개를 한 번에 붙여서 1분 넘게 보는 것도 양아치 짓이지만 그렇다 치자. 근데 그 3개나 붙인 광고를 중간 중간 하나하나 다 닫기를 눌러야 하는 건 너무 양아치 아니냐?,121
kakaopay,3,k패스를 카페로 이용하고 있는데요 가끔 혼자 로그아웃되어 있어서 안 찍힐 때가 많아요;;,1,k패스를 카페로 이용하고 있는데요 가끔 혼자 로그아웃되어 있어서 안 찍힐 때가 많아요,47
toss,5,쉽게 사용할수있어 좋아요,0,쉽게 사용할수있어 좋아요,13
kbbank,4,사용자 편리성을 더 높여주시고 잘 사용하고 있어요.,0,사용자 편리성을 더 높여주시고 잘 사용하고 있어요.,28
kbbank,5,만족,0,만족,2
kakaopay,3,업데이트 후 종목에서 즐겨찾기 누르면 창이 안뜸,1,업데이트 후 종목에서 즐겨찾기 누르면 창이 안뜸,26
kbbank,5,유용해서 좋아요,0,유용해서 좋아요,8
toss,1,잘쓰다 갑자기 초기화된냥 계좌인증 쳐해라하노,2,잘쓰다 갑자기 초기화된냥 계좌인증 쳐해라하노,24
kbbank,1,퇴직연금 알림이 오는데 12일 전꺼를.보내면 참고를 하라는건지?머하러 보낸거에요?알람 뜻을 모르나,2,퇴직연금 알림이 오는데 12일 전꺼를.보내면 참고를 하라는건지?머하러 보낸거에요?알람 뜻을 모르나,54
toss,4,토스 요즘 잘 사용하고 있는데 점점 짜증나네요. 접속이 잘 안되어 비밀번호도 몇번씩 누르게 하고 게임할때도 요금도 잘 안올라가고~,2,토스 요즘 잘 사용하고 있는데 점점 짜증나네요. 접속이 잘 안되어 비밀번호도 몇번씩 누르게 하고 게임할때도 요금도 잘 안올라가고~,72
kbbank,5,쉽게 온라인 뱅킹으로 입금할 수 있어 좋아요^^,0,쉽게 온라인 뱅킹으로 입금할 수 있어 좋아요,24
kbbank,5,빠른 처리 편한 UIUX,0,빠른 처리 편한 UIUX,13
kakaopay,1,"본다 사용은 이것이 만보 걸어 보너스 포인트를 받는지, 광고를 봐 준다고 하는 것입니다만, 뷰 포인트라고 하는 이름이 별로 없네요 광고로 수익을 올리는 앱 테크 앱이 아닌가?",2,"본다 사용은 이것이 만보 걸어 보너스 포인트를 받는지, 광고를 봐 준다고 하는 것입니다만, 뷰 포인트라고 하는 이름이 별로 없네요 광고로 수익을 올리는 앱 테크 앱이 아닌가?",97
kakaopay,1,아니 접속이 쳐안되자나 ㅡㅡ,2,아니 접속이 쳐안되자나 ㅡㅡ,15
toss,1,어른이날 ??? 당첨?? 넌 삭제,2,어른이날 ?? 당첨?? 넌 삭제,17
toss,4,"토스 수수료가 없는 점을 좋아합니다 고객 산터에게 전화하는 것은 귀찮기 때문에 여기에 남깁니다 제가 토스 내에서 한국 투자 증권 계좌로부터 토스 증권 계좌에 송금하는 것이 잘 되었습니다만, 갑자기 송금 실패로 열면서 선택한 계좌로부터 출금할 수 없습니다. 은행에서 계좌 상태를 확인합니다. 그리고 떠오르는 해결책이 없습니까?",1,"토스 수수료가 없는 점을 좋아합니다 고객 산터에게 전화하는 것은 귀찮기 때문에 여기에 남깁니다 제가 토스 내에서 한국 투자 증권 계좌로부터 토스 증권 계좌에 송금하는 것이 잘 되었습니다만, 갑자기 송금 실패로 열면서 선택한 계좌로부터 출금할 수 없습니다. 은행에서 계좌 상태를 확인합니다. 그리고 떠오르는 해결책이 없습니까?",181
kakaopay,1,내 개인 정보는 장난감입니까?,2,내 개인 정보는 장난감입니까?,16
toss,1,아니 토스 왜 가끔가다 교통카드 충전이 안되는건가요?이것때문에 놓친 지하철이 한두번이아니네 버그좀 고치셈,2,아니 토스 왜 가끔가다 교통카드 충전이 안되는건가요?이것때문에 놓친 지하철이 한두번이아니네 버그좀 고치셈,58
kbbank,1,은행에 직접방문 했을때 기다리는 시간이 많아 힘들었는데 앱에서 가입하니 시간 절약이 되어 좋습니다.~~,0,은행에 직접방문 했을때 기다리는 시간이 많아 힘들었는데 앱에서 가입하니 시간 절약이 되어 좋습니다.~~,57
toss,2,새로고침을 해도 잔액이 제대로 표시되지 않아요. 결제를 하면 사용한 금액만큼 차감돼서 떠야 하는데 새로고침을 하거나 앱을 껐다 켜도 그대로입니다. 처음엔 그냥 넘겼는데 계속 반복되니까 점점 불편하네요.,2,새로고침을 해도 잔액이 제대로 표시되지 않아요. 결제를 하면 사용한 금액만큼 차감돼서 떠야 하는데 새로고침을 하거나 앱을 껐다 켜도 그대로입니다. 처음엔 그냥 넘겼는데 계속 반복되니까 점점 불편하네요.,112
kakaopay,1,버스충전이 안뜸..좀 고쳐봐요 나 충전해야하는데 진짜,2,버스충전이 안뜸..좀 고쳐봐요 나 충전해야하는데 진짜,29
kbbank,5,안족해요,0,안족해요,4
kbbank,5,사용하기 편하고 좋아요,0,사용하기 편하고 좋아요,12
toss,2,앱이 갈수록 무거워집니다.,2,앱이 갈수록 무거워집니다.,14
kbbank,5,편리하고 빠르고 정확함,0,편리하고 빠르고 정확함,12
kbbank,1,항상 클릭하던 매일걷기가 갑자기 연동 안된대서 .앱제거했다가 다시 설치해도 안되요,2,항상 클릭하던 매일걷기가 갑자기 연동 안된대서 .앱제거했다가 다시 설치해도 안되요,45
toss,1,"기존 토스쇼핑에서는 토스쇼핑을 시청하면 하루 12번 포인트를 받았고, 고양이 키우는 방법을 10번 시청하면 장난감과 음식을 받았습니다. 해당 이벤트에서는 이벤트 미션을 완료할 때마다 하루 총 40번 이상 팝업되어 토스 5,000원 ​​쿠폰을 계속 구매하고 사용하라는 안내를 받았습니다. 그동안 시간과 체력을 소모한 만보계 복권 한 장을 긁을 때마다 페이스페이를 사용하고 2000원 쿠폰을 받도록 유도해 화면을 가리고 페이스페이에 등록했다. 쿠폰을 받을 때까지 로또를 긁을 때마다 집요하게 괴롭힌다. 이는 권리행사 방해, 강매, 다크마케팅과 다름없죠? 아무튼 고객센터에 문의하면 담당부서에 전달해서 개선요구만 하겠지만 개선이 안 될 것이 뻔하니 증거를 모아서 국민신문고와 금융감독원에 민원을 넣어야 할 것 같습니다. 또한, FacePay는 얼굴 생체인증이므로 민감한 정보이므로 강제로 수집하는 것을 금지합니다. 직접적으로 강요하지는 않더라도 불편함을 주도록 고안된 사항이라는 점에서 동의를 강요하는 바, 개인정보보호위원회에 고발을 고려하고 있습니다.",2,"기존 토스쇼핑에서는 토스쇼핑을 시청하면 하루 12번 포인트를 받았고, 고양이 키우는 방법을 10번 시청하면 장난감과 음식을 받았습니다. 해당 이벤트에서는 이벤트 미션을 완료할 때마다 하루 총 40번 이상 팝업되어 토스 5,000원 ​​쿠폰을 계속 구매하고 사용하라는 안내를 받았습니다. 그동안 시간과 체력을 소모한 만보계 복권 한 장을 긁을 때마다 페이스페이를 사용하고 2000원 쿠폰을 받도록 유도해 화면을 가리고 페이스페이에 등록했다. 쿠폰을 받을 때까지 로또를 긁을 때마다 집요하게 괴롭힌다. 이는 권리행사 방해, 강매, 다크마케팅과 다름없죠? 아무튼 고객센터에 문의하면 담당부서에 전달해서 개선요구만 하겠지만 개선이 안 될 것이 뻔하니 증거를 모아서 국민신문고와 금융감독원에 민원을 넣어야 할 것 같습니다. 또한, FacePay는 얼굴 생체인증이므로 민감한 정보이므로 강제로 수집하는 것을 금지합니다. 직접적으로 강요하지는 않더라도 불편함을 주도록 고안된 사항이라는 점에서 동의를 강요하는 바, 개인정보보호위원회에 고발을 고려하고 있습니다.",530
kakaopay,1,증권 화면은 왜 어떻게 바뀔까요 적응하면 바꾸고 또 적응하면 바꾸고 이제 떠날 때가 된 것 같습니다.,2,증권 화면은 왜 어떻게 바뀔까요 적응하면 바꾸고 또 적응하면 바꾸고 이제 떠날 때가 된 것 같습니다.,56
kakaopay,1,내 개인정보가 장난감이냐ㅗ,2,내 개인정보가 장난감이냐ㅗ,14
toss,1,"불필요한 업데이트로 인해 앱 속도가 느려지지 마세요. 지금까지 계좌연동으로 적립금 관리가 쉽기 때문에 사용해왔는데, 계속 일이 늦어지면 그냥 카카오뱅크로 전환해서 직접 사용해보시는 건 어떨까요?",2,"불필요한 업데이트로 인해 앱 속도가 느려지지 마세요. 지금까지 계좌연동으로 적립금 관리가 쉽기 때문에 사용해왔는데, 계속 일이 늦어지면 그냥 카카오뱅크로 전환해서 직접 사용해보시는 건 어떨까요?",108
kbbank,5,편하고 좋아요,0,편하고 좋아요,7
kakaopay,1,최악입니다 이번 ui왜 바꿨어요???? 호가 보유 메뉴 왜 위로 올렸어요?? 버튼하고 떨어져있어서 더 불편하고 이동하기 힘들어요 그 전엔 하단영역에서만 움직이니까 편했는데 진짜 주식 안해본사람이 기획하나요???? 최악이예요 토스따라하고싶어서 그러면 더 좋게하던가 쓰레기앱같아요,2,최악입니다 이번 ui왜 바꿨어요?? 호가 보유 메뉴 왜 위로 올렸어요?? 버튼하고 떨어져있어서 더 불편하고 이동하기 힘들어요 그 전엔 하단영역에서만 움직이니까 편했는데 진짜 주식 안해본사람이 기획하나요?? 최악이예요 토스따라하고싶어서 그러면 더 좋게하던가 쓰레기앱같아요,150
toss,2,doesn't work send to payid,1,doesn t work send to payid,26
toss,5,토스 3초 구경 언제까지 미션 점검 중인건지... 어제부터 오늘까지 고칠 생각이 없나보네,2,토스 3초 구경 언제까지 미션 점검 중인건지.. 어제부터 오늘까지 고칠 생각이 없나보네,48
toss,3,앱이 느려지거나 자주 버벅거리는데 어떻게 해야됩니까? 방법 올려주세요,1,앱이 느려지거나 자주 버벅거리는데 어떻게 해야됩니까? 방법 올려주세요,38
kakaopay,1,"[포인트 모을때 광고 봐야되는 극혐 앱] 일단 과금은 좋은데.. 스팀이나 게임결제 할때 보너스 없음[그럴거면 포인트는 왜 만듬?], 광고 같음 엄청 김[5초 짜리는 어디가고 엄청길어, 그리고 성인앱좀 버려라...그리고 스킵 오토 넣어라], 렉이 심함[광고 터치 할때 광고앱 들어가면서 로딩이 길어짐..], 아이콘이 너무 많음 [눈 아프다 줄이자^^], 광고가 많은지 성인앱도 있음[아니 청소년도 보는데 왜 성인용앱? 좀 거르자... 신고좀 하고... 돈좀 받지말고 관리좀 해라] 성인광고 없애셈[아직도 있네..], 광고 ㅇ끝내놓고.. 플레이스토어 들어가는거.. 극혐[ 좀 작작해라, 성인광고 받지마라[사기인거 굳이 알면서 애들 보는데 대놓고 넣지좀마라 돈궁한건 알겠는데 사기꾼앱이다. 생각좀해라]",2,"포인트 모을때 광고 봐야되는 극혐 앱 일단 과금은 좋은데.. 스팀이나 게임결제 할때 보너스 없음 그럴거면 포인트는 왜 만듬? , 광고 같음 엄청 김 5초 짜리는 어디가고 엄청길어, 그리고 성인앱좀 버려라..그리고 스킵 오토 넣어라 , 렉이 심함 광고 터치 할때 광고앱 들어가면서 로딩이 길어짐.. , 아이콘이 너무 많음 눈 아프다 줄이자 , 광고가 많은지 성인앱도 있음 아니 청소년도 보는데 왜 성인용앱? 좀 거르자.. 신고좀 하고.. 돈좀 받지말고 관리좀 해라 성인광고 없애셈 아직도 있네.. , 광고 ㅇ끝내놓고.. 플레이스토어 들어가는거.. 극혐 좀 작작해라, 성인광고 받지마라 사기인거 굳이 알면서 애들 보는데 대놓고 넣지좀마라 돈궁한건 알겠는데 사기꾼앱이다. 생각좀해라",378
kakaopay,5,"증권앱 보기쉽게 너무 잘 사용하고 있습니다 다만, 몇가지 건의사항이 있습니다 1. 주식항목중 숨기기 기능이 있었으면 좋겠습니다 마이너스가 큰 주식항목을 보고싶지 않아서 언제든지 숨기고 해제할 수 있는 기능이 있으면 좋을것 같습니다. 2. +인 항목과 -인 항목을 따로 구분해서 볼 수 있는 카테고리도 추가되면 좋겠습니다",0,"증권앱 보기쉽게 너무 잘 사용하고 있습니다 다만, 몇가지 건의사항이 있습니다 1. 주식항목중 숨기기 기능이 있었으면 좋겠습니다 마이너스가 큰 주식항목을 보고싶지 않아서 언제든지 숨기고 해제할 수 있는 기능이 있으면 좋을것 같습니다. 2. 인 항목과 인 항목을 따로 구분해서 볼 수 있는 카테고리도 추가되면 좋겠습니다",176
kakaopay,3,예수님의 금은 어디에서 확인됩니까? 일주일을 찾더라도 찾을 수 없습니다.,1,예수님의 금은 어디에서 확인됩니까? 일주일을 찾더라도 찾을 수 없습니다.,40
toss,1,광고 좀 적당히 해라,2,광고 좀 적당히 해라,11
toss,1,주식 가격보는데 로딩되는것좀고쳐라,2,주식 가격보는데 로딩되는것좀고쳐라,18
kbbank,5,좋아요가겹구,0,좋아요가겹구,6
kbbank,5,빠르게 적금에 가입할 수 있어요,0,빠르게 적금에 가입할 수 있어요,17
kbbank,5,앱을 사용해보니 초보자도 쉽게 사용할 수 있게 잘 준비되었네요~~,0,앱을 사용해보니 초보자도 쉽게 사용할 수 있게 잘 준비되었네요~~,36
kakaopay,1,앱이 안열리는데 업데이트도없고 왜이러나요?,2,앱이 안열리는데 업데이트도없고 왜이러나요?,23
kbbank,4,너무 오래걸리네요,0,너무 오래걸리네요,9
kbbank,5,보안 확실하고 좋아요,0,보안 확실하고 좋아요,11
kakaopay,1,정기 결제를 해제해도 마음대로 다시 동의합니다.,1,정기 결제를 해제해도 마음대로 다시 동의합니다.,26
kbbank,5,쉽고 빨라요,0,쉽고 빨라요,6
kakaopay,2,앱이 너무 느리고 에러가 많아요. 지금 계속 껏다키는데 안에 주식 부분은 터치가 안되서 아무것도 못하는 중입니다.,2,앱이 너무 느리고 에러가 많아요. 지금 계속 껏다키는데 안에 주식 부분은 터치가 안되서 아무것도 못하는 중입니다.,63
kbbank,4,사용이 편리해요,0,사용이 편리해요,8
kbbank,1,왜 알림서비스를 안키면 처음에 앱이 실행되지 않게 해놓은거에요? 알림 기능 필요 없어서 끄니까 아예 실행이 안됩니다,2,왜 알림서비스를 안키면 처음에 앱이 실행되지 않게 해놓은거에요? 알림 기능 필요 없어서 끄니까 아예 실행이 안됩니다,64
kbbank,5,편리합니다,0,편리합니다,5
kakaopay,1,서버 관리 쓰레기 탑,2,서버 관리 쓰레기 탑,11
toss,1,혜택쪽에 광고시간 5초에서 10초로 은근슬쩍 늘리네요 이러면 더 안하게 됩니다,2,혜택쪽에 광고시간 5초에서 10초로 은근슬쩍 늘리네요 이러면 더 안하게 됩니다,43
kakaopay,1,카카오페이 증권 고객센터 있긴함? 연락 드럽게 안되네,2,카카오페이 증권 고객센터 있긴함? 연락 드럽게 안되네,29
kakaopay,1,광고 오류 심함 개선 좀,2,광고 오류 심함 개선 좀,13
